id	term	GO_category_v1	GO_category_v2	RI_v1	RI_v2
P02664	GO:0005576	C	C	1	0.27427444939947615
Q56A04	GO:0006302	P	P	1	0.5904480869565758
Q56A04	GO:0031297	P	P	1	0.5904480869565758
Q8CC86	GO:0004516	F	F	1	0.8419100322460326
Q9D892	GO:0006193	P	P	1	0.9999938115915916
Q9D892	GO:0035870	F	F	1	0.9999938115915916
Q9D892	GO:0051276	P	P	1	0.9999938115915916
Q60590	GO:0036094	F	F	1	0.5223225280279103
Q60590	GO:0005615	C	C	1	0.5223225280279103
Q9QUP5	GO:0045202	C	C	1	0.999998369659646
Q14AK4	GO:0019706	F	F	1	0.999998288
Q14AK4	GO:0002230	P	P	1	0.999998288
Q14AK4	GO:0140374	P	P	1	0.999998288
Q14AK4	GO:0018230	P	P	1	0.999998288
Q14AK4	GO:0010008	C	C	1	0.999998288
O88736	GO:0000253	F	F	1	0.9999976984494294
O88736	GO:0007420	P	P	1	0.9999976984494294
O88736	GO:0048706	P	P	1	0.9999976984494294
O88736	GO:0008209	P	P	1	0.9999976984494294
O88736	GO:0047024	F	F	1	0.9999976984494294
O88736	GO:0005783	C	C	1	0.9999976984494294
O88736	GO:0048568	P	P	1	0.9999976984494294
O88736	GO:0005789	C	C	1	0.9999976984494294
O88736	GO:0004303	F	F	1	0.9999976984494294
O88736	GO:0006703	P	P	1	0.9999976984494294
O88736	GO:0030154	P	P	1	0.9999976984494294
O88736	GO:0007399	P	P	1	0.9999976984494294
O88736	GO:0006695	P	P	1	0.9999976984494294
Q3UY34	GO:0030178	P	P	1	0.3649694243997707
Q3UY34	GO:0060061	P	P	1	0.3649694243997707
P35278	GO:0030100	P	P	1	0.999994119
P35278	GO:0030139	C	C	1	0.999994119
P35278	GO:0007032	P	P	1	0.999994119
Q922J6	GO:0005886	C	C	1	0.9999951058866942
Q922J6	GO:0006954	P	P	1	0.9999951058866942
Q922J6	GO:0014005	P	P	1	0.9999951058866942
Q922J6	GO:0061564	P	P	1	0.9999951058866942
Q922J6	GO:0043209	C	C	1	0.9999951058866942
Q922J6	GO:0048709	P	P	1	0.9999951058866942
Q922J6	GO:0042552	P	P	1	0.9999951058866942
Q922J6	GO:0014002	P	P	1	0.9999951058866942
P06869	GO:0042730	P	P	1	0.9999989548764344
P06869	GO:1905370	C	C	1	0.9999989548764344
P06869	GO:0014909	P	P	1	0.9999989548764344
P06869	GO:0001666	P	P	1	0.9999989548764344
A2BDX4	GO:0008076	C	C	1	0.8955155680451934
Q91XQ5	GO:0019319	P	P	1	0.8028195875755413
Q91XQ5	GO:0050656	F	F	1	0.8028195875755413
Q91XQ5	GO:0000139	C	C	1	0.8028195875755413
Q91XQ5	GO:0050659	F	F	1	0.8028195875755413
A2AVZ9	GO:0015245	F	F	1	0.9999992539963865
P97334	GO:0045944	P	P	1	0.9999986063789978
P97334	GO:0048541	P	P	1	0.9999986063789978
P97334	GO:0030225	P	P	1	0.9999986063789978
P97334	GO:0006641	P	P	1	0.9999986063789978
P97334	GO:0048536	P	P	1	0.9999986063789978
P97334	GO:0043367	P	P	1	0.9999986063789978
P97334	GO:0048565	P	P	1	0.9999986063789978
P97334	GO:0022612	P	P	1	0.9999986063789978
P97334	GO:0009791	P	P	1	0.9999986063789978
P97334	GO:0042475	P	P	1	0.9999986063789978
P97334	GO:0001776	P	P	1	0.9999986063789978
P97334	GO:0002317	P	P	1	0.9999986063789978
P97334	GO:0050900	P	P	1	0.9999986063789978
P97334	GO:0006955	P	P	1	0.9999986063789978
P97334	GO:0048621	P	P	1	0.9999986063789978
P97334	GO:0048535	P	P	1	0.9999986063789978
Q9R099	GO:0042149	P	P	1	0.7751354149002256
Q9R099	GO:0071456	P	P	1	0.7751354149002256
Q9R099	GO:0005783	C	C	1	0.7751354149002256
Q9R099	GO:0051219	F	F	1	0.7751354149002256
Q9R099	GO:0031369	F	F	1	0.7751354149002256
Q9R099	GO:0030968	P	P	1	0.7751354149002256
Q9R099	GO:0019901	F	F	1	0.7751354149002256
P06336	GO:0030183	P	P	1	0.9999990205123552
P06336	GO:0005737	C	C	1	0.9999990205123552
P01590	GO:0006924	P	P	1	0.9999968216357876
P01590	GO:0009897	C	C	1	0.9999968216357876
P01590	GO:0043029	P	P	1	0.9999968216357876
P01590	GO:0050728	P	P	1	0.9999968216357876
P01590	GO:0042130	P	P	1	0.9999968216357876
P01590	GO:0004911	F	F	1	0.9999968216357876
P01590	GO:0007219	P	P	1	0.9999968216357876
P01590	GO:0019976	F	F	1	0.9999968216357876
P01590	GO:0046013	P	P	1	0.9999968216357876
P01590	GO:0042104	P	P	1	0.9999968216357876
Q8CIK8	GO:0005654	C	C	1	0.4960103693244351
Q8CIK8	GO:0016567	P	P	1	0.4960103693244351
Q8CIK8	GO:0002039	F	F	1	0.4960103693244351
Q8CIK8	GO:0036297	P	P	1	0.4960103693244351
Q8CIK8	GO:0000724	P	P	1	0.4960103693244351
Q8CIK8	GO:0097371	F	F	1	0.4960103693244351
Q8CIK8	GO:2000001	P	P	1	0.4960103693244351
Q8CIK8	GO:0005634	C	C	1	0.4960103693244351
Q8CIK8	GO:0061630	F	F	1	0.4960103693244351
Q8CIK8	GO:0031571	P	P	1	0.4960103693244351
Q8CIK8	GO:0031297	P	P	1	0.4960103693244351
Q8CIK8	GO:0010212	P	P	1	0.4960103693244351
Q9Z0M1	GO:0097186	P	P	1	0.9999956671682348
Q9Z0M1	GO:0022617	P	P	1	0.9999956671682348
Q9Z0M1	GO:0030163	P	P	1	0.9999956671682348
Q61739	GO:0009897	C	C	1	0.9999993048222974
Q61739	GO:0010976	P	P	1	0.9999993048222974
Q61739	GO:0007160	P	P	1	0.9999993048222974
Q61739	GO:0005604	C	C	1	0.9999993048222974
Q61739	GO:0009986	C	C	1	0.9999993048222974
Q61739	GO:0009925	C	C	1	0.9999993048222974
Q61739	GO:0046847	P	P	1	0.9999993048222974
Q61739	GO:0033627	P	P	1	0.9999993048222974
Q61739	GO:0022409	P	P	1	0.9999993048222974
Q61739	GO:0005886	C	C	1	0.9999993048222974
Q61739	GO:0016323	C	C	1	0.9999993048222974
Q61739	GO:0005178	F	F	1	0.9999993048222974
Q61739	GO:0042475	P	P	1	0.9999993048222974
Q61739	GO:0050900	P	P	1	0.9999993048222974
Q61739	GO:0050873	P	P	1	0.9999993048222974
Q61739	GO:0008305	C	C	1	0.9999993048222974
Q61739	GO:0030056	C	C	1	0.9999993048222974
Q61739	GO:0045178	C	C	1	0.9999993048222974
Q99J08	GO:0016765	F	F	1	0.8873090614969091
Q99J08	GO:0045542	P	P	1	0.8873090614969091
Q99J08	GO:0008047	F	F	1	0.8873090614969091
O35114	GO:0031210	F	F	1	0.99999917434888
O35114	GO:0051087	F	F	1	0.99999917434888
O35114	GO:0007605	P	P	1	0.99999917434888
O35114	GO:0005765	C	C	1	0.99999917434888
O35114	GO:0005886	C	C	1	0.99999917434888
O35114	GO:0005044	F	F	1	0.99999917434888
O35114	GO:0030666	C	C	1	0.99999917434888
O35114	GO:0006898	P	P	1	0.99999917434888
O35114	GO:0019899	F	F	1	0.99999917434888
O35114	GO:0042803	F	F	1	0.99999917434888
O35114	GO:0015917	P	P	1	0.99999917434888
O35114	GO:0006622	P	P	1	0.99999917434888
O35114	GO:0043202	C	C	1	0.99999917434888
O35114	GO:0015485	F	F	1	0.99999917434888
O35114	GO:1905123	P	P	1	0.99999917434888
O35114	GO:0001786	F	F	1	0.99999917434888
Q9D6H2	GO:0007224	P	P	1	0.9999947017603832
Q9D6H2	GO:0030992	C	C	1	0.9999947017603832
Q9D6H2	GO:0030324	P	P	1	0.9999947017603832
Q9D6H2	GO:0007507	P	P	1	0.9999947017603832
Q9D6H2	GO:0005929	C	C	1	0.9999947017603832
Q9D6H2	GO:0007283	P	P	1	0.9999947017603832
Q9D6H2	GO:0070986	P	P	1	0.9999947017603832
Q9D6H2	GO:0001501	P	P	1	0.9999947017603832
Q9D6H2	GO:0001822	P	P	1	0.9999947017603832
Q9D6H2	GO:0005813	C	C	1	0.9999947017603832
Q8BHG9	GO:0005654	C	C	1	0.8501174010921531
Q8BHG9	GO:0003690	F	F	1	0.8501174010921531
Q8BHG9	GO:0040029	P	P	1	0.8501174010921531
Q8BHG9	GO:0005634	C	C	1	0.8501174010921531
Q8BHG9	GO:0000122	P	P	1	0.8501174010921531
Q8BHG9	GO:0042802	F	F	1	0.8501174010921531
Q8BHG9	GO:0140297	F	F	1	0.8501174010921531
Q61765	GO:0005882	C	C	1	0.7231389683195132
Q64368	GO:0007147	P	P	1	0.9999978634190448
Q64368	GO:0005737	C	C	1	0.9999978634190448
Q64368	GO:0001556	P	P	1	0.9999978634190448
Q64368	GO:0008494	F	F	1	0.9999978634190448
Q64368	GO:0042802	F	F	1	0.9999978634190448
Q64368	GO:0003730	F	F	1	0.9999978634190448
Q64368	GO:0045948	P	P	1	0.9999978634190448
Q64368	GO:0005634	C	C	1	0.9999978634190448
Q64368	GO:0045836	P	P	1	0.9999978634190448
P48614	GO:0050680	P	P	1	0.9999986436303436
P48614	GO:0045599	P	P	1	0.9999986436303436
P48614	GO:0045899	P	P	1	0.9999986436303436
P48614	GO:0000086	P	P	1	0.9999986436303436
P48614	GO:0030858	P	P	1	0.9999986436303436
P48614	GO:0071425	P	P	1	0.9999986436303436
P48614	GO:0060070	P	P	1	0.9999986436303436
P48614	GO:0000122	P	P	1	0.9999986436303436
P48614	GO:0007224	P	P	1	0.9999986436303436
P48614	GO:0030501	P	P	1	0.9999986436303436
P48614	GO:0043403	P	P	1	0.9999986436303436
P48614	GO:0007267	P	P	1	0.9999986436303436
P48614	GO:0014835	P	P	1	0.9999986436303436
P48614	GO:0090263	P	P	1	0.9999986436303436
P48614	GO:0010971	P	P	1	0.9999986436303436
P48614	GO:0071374	P	P	1	0.9999986436303436
P48614	GO:0006629	P	P	1	0.9999986436303436
P48614	GO:0060346	P	P	1	0.9999986436303436
P48614	GO:0050909	P	P	1	0.9999986436303436
P48614	GO:0045669	P	P	1	0.9999986436303436
P48614	GO:0009887	P	P	1	0.9999986436303436
P48614	GO:0120163	P	P	1	0.9999986436303436
P48614	GO:0032434	P	P	1	0.9999986436303436
P48614	GO:0061196	P	P	1	0.9999986436303436
P48614	GO:0071320	P	P	1	0.9999986436303436
P48614	GO:0048641	P	P	1	0.9999986436303436
P48614	GO:0051885	P	P	1	0.9999986436303436
P48614	GO:0048741	P	P	1	0.9999986436303436
Q80Z24	GO:0005886	C	C	1	0.9999981759241956
Q80Z24	GO:0007420	P	P	1	0.9999981759241956
Q80Z24	GO:0010976	P	P	1	0.9999981759241956
Q80Z24	GO:0007631	P	P	1	0.9999981759241956
Q80Z24	GO:0098609	P	P	1	0.9999981759241956
Q80Z24	GO:0007626	P	P	1	0.9999981759241956
O35054	GO:0061436	P	P	1	0.7026634689153675
O35054	GO:0090303	P	P	1	0.7026634689153675
O35054	GO:0005886	C	C	1	0.7026634689153675
O35054	GO:0022604	P	P	1	0.7026634689153675
O35054	GO:1905050	P	P	1	0.7026634689153675
O35054	GO:0005923	C	C	1	0.7026634689153675
O35054	GO:0030335	P	P	1	0.7026634689153675
Q8VBS7	GO:0007606	P	P	1	0.999997265
Q9DBA9	GO:0005654	C	C	1	0.914840157358678
Q9DBA9	GO:0006366	P	P	1	0.914840157358678
